"c_d_dep","departamento","c_d_mun","municipio","grupo_de_cultivo","subgrupo_de_cultivo","cultivo","desagregaci_n_regional_y","a_o","periodo","rea_sembrada_ha","rea_cosechada_ha","producci_n_t","rendimiento_t_ha","estado_fisico_produccion","nombre_cientifico","ciclo_de_cultivo"
"41","HUILA","41530","PALESTINA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","209","190","760","4.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41483","NATAGA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","236","225","563","2.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41013","AGRADO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","254","243","807","3.32","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41206","COLOMBIA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","310","293","1172","4.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41791","TARQUI","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","340","303","954","3.15","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41016","AIPE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","372","362","2076","5.74","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41660","SALADOBLANCO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","380","330","1137","3.45","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41801","TERUEL","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","415","372","1203","3.23","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41615","RIVERA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","499","482","2284","4.74","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41132","CAMPOALEGRE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","520","467","1564","3.35","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41503","OPORAPA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","524","511","2044","4.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41668","SAN AGUSTIN","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","607","577","1673","2.90","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41359","ISNOS","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","613","589","2392","4.06","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41524","PALERMO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","620","589","2481","4.21","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41548","PITAL","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","902","758","2577","3.40","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41357","IQUIRA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","949","845","3381","4.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41676","SANTA MARIA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","956","951","3407","3.58","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41319","GUADALUPE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","1083","912","2961","3.25","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41306","GIGANTE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","1118","1058","3350","3.17","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41396","LA PLATA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","1158","1148","6886","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41001","NEIVA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","1370","1365","7347","5.38","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41020","ALGECIRAS","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","1401","1087","3897","3.59","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41807","TIMANA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","1639","1639","6634","4.05","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41799","TELLO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","2030","1949","6871","3.53","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41006","ACEVEDO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","2219","1469","5876","4.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41551","PITALITO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","2435","2396","9820","4.10","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"41","HUILA","41298","GARZON","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","2494","1883","5865","3.11","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"95","GUAVIARE","95015","CALAMAR","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","350","320","3840","12.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"95","GUAVIARE","95200","MIRAFLORES","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","569","569","6828","12.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"95","GUAVIARE","95025","EL RETORNO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","2074","1974","23688","12.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","2302","1832","21984","12.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"94","GUAINIA","94883","SAN FELIPE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","7","3","21","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"94","GUAINIA","94888","MORICHAL","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","8","4","25","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"94","GUAINIA","94001","INIRIDA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","239","204","1020","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"94","GUAINIA","94343","BARRANCO MINA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","294","287","2009","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25645","SAN ANTONIO DEL TEQUENDAMA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","8","8","40","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25040","ANOLAIMA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","12","11","44","4.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25580","PULI","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","14","13","78","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25086","BELTRAN","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","16","6","30","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25053","ARBELAEZ","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","17","17","90","5.30","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25875","VILLETA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","20","20","160","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25662","SAN JUAN DE RIOSECO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","20","15","120","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25797","TENA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","21","21","105","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25436","MANTA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","24","14","56","4.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25483","NARIÑO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","25","22","88","4.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25871","VILLAGOMEZ","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","26","24","48","2.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25524","PANDI","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","29","21","105","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25307","GIRARDOT","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","32","31","248","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25649","SAN BERNARDO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","37","37","185","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25293","GACHALA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","37","35","175","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25592","QUEBRADANEGRA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","40","37","146","4.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25290","FUSAGASUGA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","42","42","210","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25805","TIBACUY","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","44","44","207","4.70","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25612","RICAURTE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","50","50","250","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25489","NIMAIMA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","50","39","546","14.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25001","AGUA DE DIOS","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","50","40","400","10.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25506","VENECIA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","56","56","246","4.40","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25599","APULO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","57","47","329","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25258","EL PEÑON","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","58","58","290","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25123","CACHIPAY","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","63","61","244","4.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25594","QUETAME","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","70","62","310","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25386","LA MESA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","81","81","381","4.70","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25372","JUNIN","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","90","90","1080","12.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25596","QUIPILE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","101","101","525","5.20","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25328","GUAYABAL DE SIQUIMA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","112","112","671","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25398","LA PEÑA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","112","98","738","7.53","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25867","VIANI","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","121","119","714","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25815","TOCAIMA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","136","136","666","4.90","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25324","GUATAQUI","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","144","143","858","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25743","SILVANIA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","154","154","770","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25095","BITUIMA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","172","164","984","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25862","VERGARA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","176","176","1056","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25658","SAN FRANCISCO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","188","184","960","5.22","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25823","TOPAIPI","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","199","181","2890","16.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25777","SUPATA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","210","188","1032","5.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25839","UBALA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","214","214","2568","12.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25438","MEDINA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","232","52","780","15.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25530","PARATEBUENO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","233","213","4260","20.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25148","CAPARRAPI","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","262","246","1476","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25019","ALBAN","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","278","276","1104","4.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25513","PACHO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","285","265","3180","12.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25402","LA VEGA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","315","311","1322","4.25","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25245","EL COLEGIO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","365","365","1825","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25320","GUADUAS","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","427","427","2135","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25518","PAIME","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","449","449","2245","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25572","PUERTO SALGAR","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","453","313","1878","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25653","SAN CAYETANO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","526","502","4167","8.30","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25878","VIOTA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","762","712","6408","9.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25718","SASAIMA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","782","782","9384","12.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25168","CHAGUANI","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","823","793","3965","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25885","YACOPI","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","1505","1485","11880","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"25","CUNDINAMARCA","25394","LA PALMA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","2106","2100","6300","3.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23350","LA APARTADA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","5","5","75","15.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23079","BUENAVISTA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","32","32","160","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23068","AYAPEL","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","34","16","128","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23586","PURISIMA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","45","38","114","3.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23464","MOMIL","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","57","55","198","3.60","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23672","SAN ANTERO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","77","60","810","13.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23162","CERETE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","87","87","696","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23300","COTORRA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","94","80","1440","18.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23682","SAN JOSE DE URE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","115","115","690","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23189","CIENAGA DE ORO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","190","140","1120","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23686","SAN PELAYO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","221","181","1448","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23570","PUEBLO NUEVO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","232","182","1274","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23678","SAN CARLOS","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","240","240","1200","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23580","PUERTO LIBERTADOR","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","320","255","2550","10.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23466","MONTELIBANO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","368","318","1908","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23555","PLANETA RICA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","700","500","2500","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23855","VALENCIA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","780","380","2540","6.68","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23675","SAN BERNARDO DEL VIENTO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","1062","862","5172","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23001","MONTERIA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","1312","1077","7539","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23574","PUERTO ESCONDIDO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","1846","1796","26940","15.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23090","CANALETE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","2035","1630","14670","9.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23419","LOS CORDOBAS","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","3203","3193","23948","7.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23807","TIERRALTA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","5500","4300","129000","30.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23417","LORICA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","6028","2844","34128","12.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"23","CORDOBA","23500","MOÑITOS","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","6315","6170","30850","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"27","CHOCO","27810","UNION PANAMERICANA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","17","11","55","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"27","CHOCO","27160","CERTEGUI","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","35","35","123","3.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"27","CHOCO","27745","SIPI","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","36","36","252","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"27","CHOCO","27205","CONDOTO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","36","36","270","7.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"27","CHOCO","27580","RIO IRO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","37","15","30","2.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"27","CHOCO","27250","LITORAL DEL SAN JUAN","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","107","102","510","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"27","CHOCO","27787","TADO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","115","70","175","2.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"27","CHOCO","27075","BAHIA SOLANO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","137","112","560","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"27","CHOCO","27006","ACANDI","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","138","138","1325","9.60","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"27","CHOCO","27413","LLORO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","155","120","600","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"27","CHOCO","27660","SAN JOSE DEL PALMAR","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","177","167","2338","14.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"27","CHOCO","27073","BAGADO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2018","2018","189","152","1515","10.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
